ID,loan_type,loan_purpose,business_or_commercial,rate_of_interest
30507,type1,p3,nob/c,4.75
30508,type1,p1,nob/c,4.25
30509,type1,p3,nob/c,0
30510,type1,p4,nob/c,3.75
30511,type1,p3,nob/c,0
30512,type1,p4,nob/c,0
30513,type1,p4,nob/c,3.69
30514,type1,p4,nob/c,0
30515,type3,p4,nob/c,3.25
30516,type1,p4,nob/c,4.75
30517,type1,p1,nob/c,3.75
30518,type2,p4,b/c,0
30519,type1,p3,nob/c,4
30520,type1,p2,nob/c,4.5
30521,type1,p4,nob/c,0
30522,type1,p4,nob/c,3.625
30523,type2,p1,b/c,4.25
30524,type1,p1,nob/c,4.99
30525,type1,p3,nob/c,3.5
30526,type1,p3,nob/c,4.625
30527,type1,p4,nob/c,0
30528,type1,p4,nob/c,4
30529,type1,p3,nob/c,3.5
30530,type1,p4,nob/c,3.625
30531,type1,p3,nob/c,4.375
30532,type1,p3,nob/c,3.75
30533,type3,p4,nob/c,2.99
30534,type2,p3,b/c,4.99
30535,type1,p3,nob/c,4.5
30536,type1,p3,nob/c,4.375
30537,type2,p4,b/c,0
30538,type1,p1,nob/c,4.375
30539,type1,p4,nob/c,0
30540,type1,p3,nob/c,4.99
30541,type1,p4,nob/c,0
30542,type1,p4,nob/c,3
30543,type1,p4,nob/c,4
30544,type1,p4,nob/c,3.625
30545,type1,p1,nob/c,4.56
30546,type1,p4,nob/c,0
30547,type1,p1,nob/c,0
30548,type1,p1,nob/c,3.99
30549,type1,p4,nob/c,3.5
30550,type1,p4,nob/c,3.99
30551,type1,p1,nob/c,4.625
30552,type1,p3,nob/c,3.5
30553,type2,p4,b/c,3.625
30554,type1,p3,nob/c,0
30555,type1,p4,nob/c,0
30556,type1,p3,nob/c,4.75
30557,type1,p3,nob/c,3.125
30558,type2,p1,b/c,4.5
30559,type1,p4,nob/c,4.125
30560,type1,p1,nob/c,3.375
30561,type1,p4,nob/c,4.99
30562,type1,p4,nob/c,0
30563,type2,p3,b/c,3.625
30564,type1,p3,nob/c,0
30565,type3,p4,nob/c,3.25
30566,type1,p3,nob/c,3.625
30567,type1,p4,nob/c,4.25
30568,type3,p3,nob/c,0
30569,type1,p4,nob/c,3.625
30570,type1,p4,nob/c,3.625
30571,type1,p1,nob/c,4.75
30572,type2,p3,b/c,2.99
30573,type1,p4,nob/c,3.75
30574,type1,p3,nob/c,4.25
30575,type2,p3,b/c,3.99
30576,type1,p4,nob/c,4
30577,type1,p1,nob/c,3.625
30578,type1,p3,nob/c,4.99
30579,type3,p3,nob/c,3.99
30580,type1,p1,nob/c,0
30581,type1,p3,nob/c,0
30582,type1,p1,nob/c,4
30583,type1,p4,nob/c,3.25
30584,type1,p3,nob/c,4.99
30585,type1,p4,nob/c,0
30586,type1,p4,nob/c,3.875
30587,type1,p1,nob/c,4.125
30588,type1,p4,nob/c,4.18
30589,type1,p1,nob/c,0
30590,type1,p2,nob/c,5.625
30591,type1,p4,nob/c,4.18
30592,type1,p3,nob/c,0
30593,type1,p3,nob/c,4.99
30594,type1,p3,nob/c,4.375
30595,type2,p1,b/c,3.75
30596,type1,p4,nob/c,3.99
30597,type2,p3,b/c,4.5
30598,type2,p1,b/c,0
30599,type1,p1,nob/c,4.75
30600,type1,p3,nob/c,4.25
30601,type1,p4,nob/c,4.75
30602,type2,p4,b/c,3.25
30603,type1,p3,nob/c,3.5
30604,type1,p1,nob/c,4
30605,type1,p4,nob/c,4.125
30606,type1,p3,nob/c,3.99
30607,type2,p3,b/c,0
30608,type1,p1,nob/c,4.75
30609,type1,p1,nob/c,4.625
30610,type1,p1,nob/c,4.5
30611,type1,p3,nob/c,4
30612,type3,p4,nob/c,3.25
30613,type1,p1,nob/c,4.375
30614,type1,p3,nob/c,3.99
30615,type3,p4,nob/c,0
30616,type1,p4,nob/c,3.99
30617,type1,p4,nob/c,0
30618,type1,p4,nob/c,3.375
30619,type2,p3,b/c,0
30620,type2,p4,b/c,3.99
30621,type1,p3,nob/c,0
30622,type1,p4,nob/c,3.99
30623,type1,p4,nob/c,4
30624,type1,p4,nob/c,3.5
30625,type1,p3,nob/c,0
30626,type1,p1,nob/c,4.375
30627,type1,p2,nob/c,4.25
30628,type1,p3,nob/c,0
30629,type1,p4,nob/c,2.875
30630,type2,p3,b/c,3.75
30631,type1,p4,nob/c,3.875
30632,type1,p3,nob/c,4.25
30633,type1,p4,nob/c,3.99
30634,type2,p1,b/c,4.25
30635,type1,p1,nob/c,3.75
30636,type2,p3,b/c,3.5
30637,type1,p3,nob/c,0
30638,type2,p4,b/c,4.125
30639,type1,p1,nob/c,3.875
30640,type1,p3,nob/c,0
30641,type2,p4,b/c,4.99
30642,type2,p1,b/c,4.625
30643,type1,p3,nob/c,0
30644,type1,p4,nob/c,3.99
30645,type1,p3,nob/c,3.375
30646,type1,p3,nob/c,2.975
30647,type1,p1,nob/c,4.125
30648,type1,p2,nob/c,4.75
30649,type3,p4,nob/c,3.25
30650,type1,p4,nob/c,4.25
30651,type3,p3,nob/c,3.49
30652,type1,p3,nob/c,3.75
30653,type2,p1,b/c,3.125
30654,type1,p1,nob/c,0
30655,type3,p4,nob/c,3.25
30656,type1,p3,nob/c,0
30657,type1,p4,nob/c,3.125
30658,type1,p1,nob/c,3.25
30659,type2,p3,b/c,4.875
30660,type1,p4,nob/c,4.25
30661,type1,p3,nob/c,3.99
30662,type2,p3,b/c,3.99
30663,type1,p4,nob/c,3.125
30664,type1,p4,nob/c,4.75
30665,type1,p4,nob/c,3.25
30666,type3,p4,nob/c,3.5
30667,type1,p2,nob/c,0
30668,type1,p3,nob/c,0
30669,type3,p4,nob/c,0
30670,type1,p4,nob/c,0
30671,type1,p3,nob/c,3.99
30672,type1,p4,nob/c,0
30673,type2,p1,b/c,0
30674,type1,p3,nob/c,0
30675,type1,p4,nob/c,3.75
30676,type2,p3,b/c,4.75
30677,type1,p4,nob/c,3.125
30678,type3,p4,nob/c,3.375
30679,type1,p4,nob/c,4.375
30680,type1,p4,nob/c,0
30681,type1,p3,nob/c,3.25
30682,type3,p3,nob/c,3.99
30683,type1,p1,nob/c,4.75
30684,type1,p3,nob/c,5.125
30685,type1,p1,nob/c,0
30686,type1,p4,nob/c,0
30687,type1,p3,nob/c,0
30688,type1,p3,nob/c,0
30689,type2,p4,b/c,3.625
30690,type1,p1,nob/c,4.75
30691,type1,p4,nob/c,3.5
30692,type1,p3,nob/c,3.75
30693,type1,p3,nob/c,3.99
30694,type1,p4,nob/c,4.125
30695,type1,p3,nob/c,4.125
30696,type1,p3,nob/c,4.5
30697,type1,p1,nob/c,3.875
30698,type1,p3,nob/c,0
30699,type1,p3,nob/c,4.75
30700,type1,p1,nob/c,4.5
30701,type1,p4,nob/c,3.875
30702,type1,p4,nob/c,4.56
30703,type2,p4,b/c,3.49
30704,type3,p4,nob/c,3.625
30705,type1,p1,nob/c,3.625
30706,type1,p4,nob/c,3.375
30707,type1,p3,nob/c,4.75
30708,type3,p3,nob/c,3.75
30709,type1,p1,nob/c,5.25
30710,type1,p4,nob/c,3.925
30711,type1,p1,nob/c,0
30712,type1,p4,nob/c,0
30713,type1,p3,nob/c,4.625
30714,type1,p3,nob/c,0
30715,type1,p3,nob/c,0
30716,type1,p4,nob/c,3.625
30717,type1,p3,nob/c,4.99
30718,type1,p3,nob/c,3.75
30719,type1,p4,nob/c,3.99
30720,type1,p4,nob/c,0
30721,type1,p4,nob/c,4.375
30722,type1,p3,nob/c,3.5
30723,type1,p3,nob/c,3.99
30724,type1,p1,nob/c,0
30725,type1,p4,nob/c,0
30726,type1,p4,nob/c,4.375
30727,type1,p1,nob/c,3.875
30728,type1,p1,nob/c,4.375
30729,type1,p1,nob/c,5.19
30730,type2,p4,b/c,3.99
30731,type1,p1,nob/c,0
30732,type1,p4,nob/c,3.99
30733,type1,p3,nob/c,3.99
30734,type1,p3,nob/c,4.125
30735,type1,p3,nob/c,4.75
30736,type1,p3,nob/c,3.625
30737,type2,p3,b/c,3.99
30738,type1,p4,nob/c,4.5
30739,type1,p3,nob/c,3.75
30740,type1,p3,nob/c,4.25
30741,type2,p4,b/c,0
30742,type1,p3,nob/c,0
30743,type1,p4,nob/c,0
30744,type1,p1,nob/c,4.75
30745,type1,p4,nob/c,3.5
30746,type1,p3,nob/c,3.5
30747,type1,p4,nob/c,0
30748,type3,p4,nob/c,2.99
30749,type3,p3,nob/c,3.99
30750,type1,p1,nob/c,0
30751,type1,p3,nob/c,0
30752,type1,p1,nob/c,3.375
30753,type1,p4,nob/c,3.875
30754,type1,p3,nob/c,4.99
30755,type2,p3,b/c,3.875
30756,type1,p3,nob/c,3.75
30757,type1,p3,nob/c,3.99
30758,type1,p1,nob/c,3.99
30759,type1,p1,nob/c,4
30760,type3,p3,nob/c,3.99
30761,type3,p3,nob/c,3.375
30762,type2,p4,b/c,0
30763,type1,p3,nob/c,0
30764,type1,p1,nob/c,0
30765,type3,p4,nob/c,3.5
30766,type1,p3,nob/c,3.99
30767,type1,p1,nob/c,0
30768,type1,p1,nob/c,4.25
30769,type1,p4,nob/c,3.75
30770,type1,p4,nob/c,0
30771,type1,p4,nob/c,0
30772,type1,p3,nob/c,3.875
30773,type1,p1,nob/c,4.75
30774,type3,p4,nob/c,2.99
30775,type1,p4,nob/c,0
30776,type1,p2,nob/c,4.25
30777,type1,p4,nob/c,3.25
30778,type1,p3,nob/c,4.375
30779,type2,p4,b/c,0
30780,type3,p1,nob/c,3.25
30781,type1,p1,nob/c,4.99
30782,type1,p4,nob/c,3.5
30783,type1,p3,nob/c,3.99
30784,type1,p4,nob/c,0
30785,type1,p4,nob/c,3.99
30786,type1,p1,nob/c,4.625
30787,type1,p3,nob/c,0
30788,type1,p3,nob/c,5.75
30789,type1,p4,nob/c,3.875
30790,type3,p3,nob/c,4.375
30791,type1,p4,nob/c,0
30792,type1,p4,nob/c,4.125
30793,type1,p3,nob/c,3.875
30794,type1,p3,nob/c,4.625
30795,type2,p4,b/c,3.5
30796,type3,p3,nob/c,0
30797,type2,p3,b/c,0
30798,type1,p1,nob/c,4.125
30799,type3,p4,nob/c,0
30800,type1,p3,nob/c,4.125
30801,type1,p1,nob/c,0
30802,type1,p1,nob/c,0
30803,type1,p3,nob/c,3.625
30804,type1,p3,nob/c,4.875
30805,type1,p4,nob/c,0
30806,type1,p1,nob/c,3.99
30807,type1,p1,nob/c,3.875
30808,type1,p4,nob/c,0
30809,type2,p3,b/c,0
30810,type3,p1,nob/c,3.5
30811,type2,p1,b/c,4.5
30812,type1,p3,nob/c,3.625
30813,type1,p1,nob/c,3.75
30814,type1,p4,nob/c,4.375
30815,type3,p3,nob/c,3.5
30816,type3,p3,nob/c,4.125
30817,type1,p3,nob/c,0
30818,type2,p3,b/c,0
30819,type2,p1,b/c,3.99
30820,type1,p4,nob/c,3.99
30821,type1,p3,nob/c,4.25
30822,type1,p3,nob/c,3.25
30823,type1,p4,nob/c,0
30824,type1,p3,nob/c,3.875
30825,type1,p4,nob/c,0
30826,type3,p3,nob/c,0
30827,type1,p3,nob/c,3.625
30828,type2,p4,b/c,3.5
30829,type1,p1,nob/c,4.375
30830,type1,p4,nob/c,3.99
30831,type3,p4,nob/c,3.99
30832,type1,p1,nob/c,5.125
30833,type1,p4,nob/c,2.99
30834,type1,p4,nob/c,4
30835,type3,p3,nob/c,2.75
30836,type1,p3,nob/c,0
30837,type1,p4,nob/c,4.18
30838,type1,p3,nob/c,4.25
30839,type1,p3,nob/c,3.625
30840,type3,p4,nob/c,4.125
30841,type1,p3,nob/c,3.99
30842,type3,p4,nob/c,3.99
30843,type1,p4,nob/c,0
30844,type1,p1,nob/c,0
30845,type1,p1,nob/c,0
30846,type1,p3,nob/c,0
30847,type1,p4,nob/c,4.5
30848,type1,p3,nob/c,0
30849,type3,p4,nob/c,4.125
30850,type1,p3,nob/c,4.875
30851,type3,p1,nob/c,4.125
30852,type1,p3,nob/c,3.99
30853,type1,p4,nob/c,3.99
30854,type1,p4,nob/c,4
30855,type1,p1,nob/c,3.56
30856,type1,p1,nob/c,3.75
30857,type1,p4,nob/c,3.875
30858,type1,p4,nob/c,3.99
30859,type1,p1,nob/c,3.625
30860,type1,p1,nob/c,3.99
30861,type1,p3,nob/c,4.5
30862,type1,p4,nob/c,0
30863,type1,p4,nob/c,4.625
30864,type1,p2,nob/c,0
30865,type1,p3,nob/c,3.99
30866,type2,p1,b/c,0
30867,type2,p3,b/c,3.75
30868,type1,p4,nob/c,3.75
30869,type1,p4,nob/c,0
30870,type1,p4,nob/c,3.5
30871,type2,p1,b/c,3.75
30872,type1,p4,nob/c,0
30873,type1,p3,nob/c,4.375
30874,type1,p1,nob/c,0
30875,type1,p4,nob/c,3.5
30876,type1,p3,nob/c,0
30877,type1,p4,nob/c,2.99
30878,type3,p3,nob/c,3.25
30879,type1,p4,nob/c,3.625
30880,type2,p4,b/c,3.25
30881,type1,p4,nob/c,3.125
30882,type3,p3,nob/c,4.125
30883,type1,p3,nob/c,4.5
30884,type1,p3,nob/c,3.875
30885,type1,p4,nob/c,3.25
30886,type1,p1,nob/c,0
30887,type1,p4,nob/c,3.69
30888,type1,p4,nob/c,3.99
30889,type1,p3,nob/c,3.625
30890,type1,p1,nob/c,4.99
30891,type1,p3,nob/c,4.75
30892,type1,p1,nob/c,0
30893,type1,p4,nob/c,3.375
30894,type1,p1,nob/c,3.75
30895,type1,p1,nob/c,3.5
30896,type1,p1,nob/c,0
30897,type1,p3,nob/c,3.99
30898,type1,p4,nob/c,3.25
30899,type2,p4,b/c,0
30900,type1,p3,nob/c,4.25
30901,type2,p3,b/c,0
30902,type3,p4,nob/c,3.5
30903,type1,p4,nob/c,0
30904,type1,p3,nob/c,0
30905,type2,p3,b/c,4.375
30906,type1,p1,nob/c,0
30907,type1,p3,nob/c,0
30908,type1,p1,nob/c,0
30909,type1,p4,nob/c,3
30910,type1,p3,nob/c,4.5
30911,type1,p4,nob/c,4.375
30912,type1,p3,nob/c,0
30913,type1,p1,nob/c,4.125
30914,type3,p4,nob/c,3.125
30915,type1,p4,nob/c,0
30916,type2,p1,b/c,3.25
30917,type1,p3,nob/c,0
30918,type2,p3,b/c,3.75
30919,type2,p1,b/c,0
30920,type1,p3,nob/c,3.625
30921,type3,p4,nob/c,2.99
30922,type3,p3,nob/c,0
30923,type1,p3,nob/c,3.5
30924,type2,p1,b/c,3.99
30925,type1,p4,nob/c,0
30926,type1,p3,nob/c,3.75
30927,type1,p1,nob/c,4.375
30928,type1,p4,nob/c,0
30929,type2,p3,b/c,0
30930,type1,p2,nob/c,5.25
30931,type3,p3,nob/c,0
30932,type1,p3,nob/c,4.375
30933,type1,p1,nob/c,3.99
30934,type1,p1,nob/c,4.375
30935,type3,p4,nob/c,2.99
30936,type3,p3,nob/c,3.375
30937,type1,p3,nob/c,3.375
30938,type1,p1,nob/c,0
30939,type2,p1,b/c,4.375
30940,type1,p3,nob/c,4.25
30941,type2,p4,b/c,3.125
30942,type1,p1,nob/c,3.99
30943,type1,p3,nob/c,4.375
30944,type1,p3,nob/c,0
30945,type2,p3,b/c,4.25
30946,type1,p3,nob/c,4.375
30947,type1,p1,nob/c,4.25
30948,type2,p3,b/c,3.375
30949,type1,p3,nob/c,3.5
30950,type1,p1,nob/c,3.875
30951,type2,p3,b/c,3.49
30952,type2,p3,b/c,3.375
30953,type1,p1,nob/c,0
30954,type1,p4,nob/c,4.125
30955,type1,p4,nob/c,3.75
30956,type1,p3,nob/c,3.99
30957,type1,p3,nob/c,4.56
30958,type2,p4,b/c,2.99
30959,type1,p3,nob/c,0
30960,type2,p4,b/c,3.75
30961,type1,p4,nob/c,4.18
30962,type3,p4,nob/c,3.5
30963,type1,p1,nob/c,5.75
30964,type1,p4,nob/c,4.99
30965,type1,p3,nob/c,3.99
30966,type1,p1,nob/c,5.375
30967,type1,p4,nob/c,4.125
30968,type1,p4,nob/c,3.99
30969,type3,p3,nob/c,4.75
30970,type1,p1,nob/c,4.5
30971,type1,p1,nob/c,0
30972,type2,p3,b/c,3.25
30973,type2,p4,b/c,4.125
30974,type1,p3,nob/c,3.99
30975,type1,p4,nob/c,3.99
30976,type3,p4,nob/c,0
30977,type1,p4,nob/c,0
30978,type3,p4,nob/c,3.125
30979,type1,p2,nob/c,5.125
30980,type2,p1,b/c,0
30981,type1,p4,nob/c,4
30982,type1,p4,nob/c,4.25
30983,type1,p4,nob/c,3.99
30984,type2,p1,b/c,4.875
30985,type1,p3,nob/c,4.375
30986,type2,p1,b/c,4.25
30987,type1,p4,nob/c,3.5
30988,type1,p4,nob/c,0
30989,type1,p3,nob/c,3.99
30990,type1,p3,nob/c,4.375
30991,type3,p4,nob/c,2.99
30992,type1,p4,nob/c,4.125
30993,type3,p3,nob/c,4.5
30994,type2,p1,b/c,3.25
30995,type1,p4,nob/c,0
30996,type1,p3,nob/c,3.75
30997,type1,p4,nob/c,4.375
30998,type1,p1,nob/c,4.25
30999,type1,p1,nob/c,0
31000,type2,p4,b/c,3.625
31001,type2,p2,b/c,3.625
31002,type1,p4,nob/c,4.875
31003,type1,p3,nob/c,3.99
31004,type1,p4,nob/c,4.5
31005,type1,p1,nob/c,3.875
31006,type1,p4,nob/c,3.75
31007,type1,p1,nob/c,5.19
31008,type1,p1,nob/c,4.625
31009,type1,p1,nob/c,3.875
31010,type2,p4,b/c,0
31011,type1,p1,nob/c,4.75
31012,type1,p3,nob/c,3.875
31013,type1,p4,nob/c,0
31014,type3,p3,nob/c,4.375
31015,type3,p1,nob/c,5.5
31016,type1,p3,nob/c,0
31017,type2,p1,b/c,4.125
31018,type2,p1,b/c,4.75
31019,type1,p1,nob/c,4.25
31020,type1,p1,nob/c,0
31021,type1,p1,nob/c,4.5
31022,type1,p1,nob/c,0
31023,type1,p3,nob/c,3.75
31024,type1,p4,nob/c,3.99
31025,type2,p1,b/c,0
31026,type2,p4,b/c,0
31027,type1,p2,nob/c,3.875
31028,type1,p4,nob/c,3.875
31029,type1,p3,nob/c,4.125
31030,type1,p4,nob/c,0
31031,type1,p3,nob/c,0
31032,type1,p1,nob/c,3.5
31033,type1,p4,nob/c,3.875
31034,type1,p1,nob/c,3.99
31035,type3,p1,nob/c,0
31036,type3,p4,nob/c,0
31037,type1,p1,nob/c,0
31038,type1,p1,nob/c,3.875
31039,type1,p3,nob/c,0
31040,type1,p3,nob/c,3.625
31041,type1,p4,nob/c,3.5
31042,type1,p4,nob/c,3.875
31043,type3,p4,nob/c,2.99
31044,type3,p4,nob/c,3.125
31045,type3,p4,nob/c,3.25
31046,type1,p2,nob/c,0
31047,type3,p1,nob/c,3.99
31048,type1,p3,nob/c,3.75
31049,type1,p4,nob/c,3.99
31050,type1,p3,nob/c,3.875
31051,type1,p3,nob/c,4.875
31052,type1,p1,nob/c,4.875
31053,type1,p3,nob/c,3.625
31054,type2,p4,b/c,0
31055,type1,p4,nob/c,3.875
31056,type1,p1,nob/c,3.875
31057,type1,p3,nob/c,3.75
31058,type1,p1,nob/c,3.5
31059,type1,p1,nob/c,3.69
31060,type1,p1,nob/c,0
31061,type1,p4,nob/c,0
31062,type1,p1,nob/c,4.25
31063,type1,p3,nob/c,4.75
31064,type1,p1,nob/c,4.625
31065,type1,p4,nob/c,3.675
31066,type1,p4,nob/c,4
31067,type1,p3,nob/c,4.99
31068,type1,p1,nob/c,4.99
31069,type1,p3,nob/c,4.5
31070,type1,p3,nob/c,4.99
31071,type1,p3,nob/c,3.75
31072,type3,p4,nob/c,3.75
31073,type1,p4,nob/c,3.99
31074,type2,p4,b/c,0
31075,type3,p3,nob/c,0
31076,type1,p4,nob/c,4.375
31077,type2,p1,b/c,0
31078,type3,p4,nob/c,2.75
31079,type1,p4,nob/c,0
31080,type1,p1,nob/c,3.99
31081,type1,p3,nob/c,4.5
31082,type2,p1,b/c,0
31083,type1,p4,nob/c,0
31084,type3,p3,nob/c,4.25
31085,type2,p1,b/c,3.875
31086,type1,p1,nob/c,0
31087,type1,p4,nob/c,3.5
31088,type1,p1,nob/c,4.75
31089,type1,p3,nob/c,5.125
31090,type3,p4,nob/c,3.75
31091,type1,p1,nob/c,0
31092,type1,p1,nob/c,4.75
31093,type1,p4,nob/c,3.875
31094,type2,p4,b/c,3.99
31095,type1,p4,nob/c,4.75
31096,type1,p3,nob/c,4.875
31097,type1,p1,nob/c,3.99
31098,type1,p1,nob/c,0
31099,type1,p4,nob/c,0
31100,type1,p4,nob/c,4.5
31101,type1,p1,nob/c,0
31102,type1,p3,nob/c,4.5
31103,type1,p4,nob/c,3.625
31104,type1,p3,nob/c,4.56
31105,type1,p1,nob/c,5.25
31106,type1,p1,nob/c,0
31107,type2,p3,b/c,3.5
31108,type1,p3,nob/c,0
31109,type3,p4,nob/c,0
31110,type1,p4,nob/c,0
31111,type1,p4,nob/c,0
31112,type1,p3,nob/c,3.875
31113,type2,p1,b/c,0
31114,type1,p3,nob/c,0
31115,type1,p4,nob/c,4.99
31116,type1,p4,nob/c,3.99
31117,type1,p1,nob/c,3.75
31118,type1,p4,nob/c,4.625
31119,type1,p3,nob/c,3.625
31120,type1,p1,nob/c,4.75
31121,type1,p3,nob/c,0
31122,type1,p1,nob/c,4.5
31123,type1,p4,nob/c,0
31124,type1,p4,nob/c,3.75
31125,type3,p4,nob/c,2.875
31126,type3,p1,nob/c,3.875
31127,type1,p4,nob/c,3.875
31128,type1,p4,nob/c,4.5
31129,type1,p4,nob/c,3.99
31130,type1,p1,nob/c,3.5
31131,type2,p3,b/c,4.625
31132,type1,p1,nob/c,4.125
31133,type2,p4,b/c,4.125
31134,type1,p1,nob/c,4.99
31135,type1,p4,nob/c,4.375
31136,type3,p1,nob/c,4.75
31137,type1,p3,nob/c,4.75
31138,type1,p1,nob/c,0
31139,type1,p3,nob/c,3.99
31140,type1,p4,nob/c,3.99
31141,type1,p4,nob/c,4.5
31142,type2,p3,b/c,3.75
31143,type2,p3,b/c,0
31144,type1,p1,nob/c,4.25
31145,type3,p3,nob/c,4.75
31146,type1,p4,nob/c,3.75
31147,type1,p4,nob/c,3.625
31148,type1,p4,nob/c,3.875
31149,type3,p3,nob/c,0
31150,type1,p1,nob/c,3.875
31151,type1,p4,nob/c,3.375
31152,type2,p3,b/c,3.99
31153,type1,p1,nob/c,0
31154,type1,p3,nob/c,4.375
31155,type1,p1,nob/c,3.625
31156,type1,p1,nob/c,4.125
31157,type1,p4,nob/c,3.99
31158,type1,p4,nob/c,0
31159,type1,p1,nob/c,3.625
31160,type1,p3,nob/c,4.99
31161,type1,p4,nob/c,4.375
31162,type1,p1,nob/c,4.5
31163,type1,p4,nob/c,0
31164,type1,p1,nob/c,0
31165,type1,p3,nob/c,3.625
31166,type1,p4,nob/c,3.375
31167,type1,p4,nob/c,3.55
31168,type1,p4,nob/c,0
31169,type1,p1,nob/c,4.625
31170,type1,p4,nob/c,3.5
31171,type3,p1,nob/c,3.25
31172,type1,p4,nob/c,0
31173,type1,p1,nob/c,4.125
31174,type1,p4,nob/c,3.75
31175,type1,p4,nob/c,3.625
31176,type1,p3,nob/c,3.5
31177,type1,p3,nob/c,4.99
31178,type1,p4,nob/c,0
31179,type1,p4,nob/c,4.99
31180,type1,p3,nob/c,0
31181,type1,p4,nob/c,0
31182,type3,,nob/c,4.5
31183,type1,p1,nob/c,0
31184,type1,p3,nob/c,0
31185,type1,p4,nob/c,3.875
31186,type1,p4,nob/c,0
31187,type1,p3,nob/c,4.375
31188,type3,p4,nob/c,3
31189,type1,p3,nob/c,3.875
31190,type3,p1,nob/c,3.625
31191,type2,p1,b/c,0
31192,type1,p1,nob/c,0
31193,type2,p4,b/c,3.625
31194,type1,p1,nob/c,4.125
31195,type3,p1,nob/c,0
31196,type2,p1,b/c,4.25
31197,type1,p4,nob/c,0
31198,type2,p3,b/c,0
31199,type2,p1,b/c,3.5
31200,type2,p4,b/c,0
31201,type1,p3,nob/c,3.99
31202,type1,p3,nob/c,3.625
31203,type1,p4,nob/c,2.75
31204,type1,p4,nob/c,4.75
31205,type1,p3,nob/c,4.75
31206,type2,p1,b/c,3.99
31207,type2,p3,b/c,0
31208,type2,p1,b/c,3.99
31209,type1,p3,nob/c,3.99
31210,type1,p3,nob/c,4.5
31211,type2,p1,b/c,3.99
31212,type2,p3,b/c,4.75
31213,type2,p3,b/c,3.625
31214,type1,p1,nob/c,3.75
31215,type1,p4,nob/c,3.99
31216,type2,p1,b/c,3.99
31217,type2,p1,b/c,3.49
31218,type1,p1,nob/c,3.75
31219,type1,p3,nob/c,3.99
31220,type1,p4,nob/c,4.5
31221,type3,p3,nob/c,4.5
31222,type1,p3,nob/c,0
31223,type3,p3,nob/c,3.875
31224,type1,p3,nob/c,3.99
31225,type1,p2,nob/c,0
31226,type1,p1,nob/c,0
31227,type1,p3,nob/c,0
31228,type1,p3,nob/c,4.5
31229,type1,p4,nob/c,0
31230,type1,p4,nob/c,3.875
31231,type2,p4,b/c,0
31232,type1,p3,nob/c,3.625
31233,type1,p3,nob/c,3.875
31234,type1,p3,nob/c,4.75
31235,type1,p3,nob/c,3.875
31236,type1,p1,nob/c,0
31237,type1,p3,nob/c,4.5
31238,type1,p3,nob/c,4.99
31239,type1,p2,nob/c,0
31240,type1,p1,nob/c,0
31241,type1,p3,nob/c,3.875
31242,type1,p4,nob/c,4.875
31243,type1,p4,nob/c,4.875
31244,type1,p1,nob/c,0
31245,type1,p4,nob/c,3.99
31246,type1,p3,nob/c,0
31247,type1,p3,nob/c,4.5
31248,type1,p1,nob/c,3.875
31249,type1,p3,nob/c,3.5
31250,type2,p4,b/c,0
31251,type1,p4,nob/c,3.625
31252,type1,p4,nob/c,4.875
31253,type2,p3,b/c,0
31254,type1,p1,nob/c,0
31255,type1,p4,nob/c,0
31256,type1,p1,nob/c,3.5
31257,type1,p4,nob/c,0
31258,type1,p3,nob/c,3.99
31259,type1,p4,nob/c,3.625
31260,type1,p1,nob/c,4.5
31261,type1,p1,nob/c,0
31262,type2,p3,b/c,4.75
31263,type3,p3,nob/c,3.625
31264,type1,p3,nob/c,4
31265,type1,p4,nob/c,3.99
31266,type1,p3,nob/c,0
31267,type1,p1,nob/c,3.75
31268,type1,p3,nob/c,4.375
31269,type1,p2,nob/c,0
31270,type1,p1,nob/c,3.99
31271,type1,p1,nob/c,4.625
31272,type2,p3,b/c,0
31273,type1,p4,nob/c,3.75
31274,type1,p3,nob/c,3.99
31275,type1,p1,nob/c,4.75
31276,type1,p3,nob/c,3.75
31277,type3,p3,nob/c,4.375
31278,type1,p4,nob/c,3.875
31279,type1,p3,nob/c,4.875
31280,type1,p3,nob/c,3.75
31281,type1,p3,nob/c,3.99
31282,type3,p3,nob/c,4.25
31283,type1,p1,nob/c,3.99
31284,type1,p3,nob/c,5.25
31285,type1,p3,nob/c,3.75
31286,type1,p1,nob/c,3.99
31287,type2,p2,b/c,4.5
31288,type1,p4,nob/c,0
31289,type1,p3,nob/c,4.875
31290,type1,p4,nob/c,4.5
31291,type2,p3,b/c,4.25
31292,type1,p4,nob/c,3.625
31293,type3,p3,nob/c,0
31294,type2,p4,b/c,2.99
31295,type2,p3,b/c,0
31296,type3,p4,nob/c,3.49
31297,type1,p3,nob/c,3.375
31298,type3,p1,nob/c,0
31299,type2,p3,b/c,0
31300,type1,p1,nob/c,3.125
31301,type1,p3,nob/c,0
31302,type1,p4,nob/c,3.625
31303,type3,p4,nob/c,3.125
31304,type2,p1,b/c,5.25
31305,type1,p4,nob/c,4.375
31306,type1,p3,nob/c,3.625
31307,type2,p3,b/c,4.25
31308,type1,p3,nob/c,3.625
31309,type3,p4,nob/c,2.99
31310,type1,p3,nob/c,3.99
31311,type2,p3,b/c,0
31312,type3,p4,nob/c,3.125
31313,type1,p4,nob/c,3.75
31314,type1,p1,nob/c,0
